############################################################
#          Grid for Magnetic Inclination
############################################################
#   6 Fields:
#     (1) Date in decimal years
#     (2) Latitude in decimal Degrees
#     (3) Longitude in decimal Degrees
#     (4) Elevation in km Mean Sea Level
#     (5) Inclination in Degree
#     (6) Inclination_sv in Degree
#
#   Magnetic Model: IGRF2020 (calculator version 0.5.1.11)
############################################################
2024.89891,90.00000,-180.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-179.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-178.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-177.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-176.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-175.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-174.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-173.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-172.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-171.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-170.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-169.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-168.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-167.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-166.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-165.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-164.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-163.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-162.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-161.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-160.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-159.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-158.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-157.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-156.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-155.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-154.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-153.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-152.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-151.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-150.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-149.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-148.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-147.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-146.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-145.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-144.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-143.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-142.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-141.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-140.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-139.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-138.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-137.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-136.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-135.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-134.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-133.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-132.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-131.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-130.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-129.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-128.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-127.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-126.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-125.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-124.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-123.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-122.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-121.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-120.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-119.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-118.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-117.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-116.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-115.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-114.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-113.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-112.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-111.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-110.00000,10.00000,88.24817,0.00925
2024.89891,90.00000,-109.00000,10.00000,88.24817,0.00925
